label	text 
정치	김정은 서해 최전방 섬 찾 아 포격 훈련 참관 
경제	특징 주 도화 엔지니어링 호실 적 소식 에 강세 
경제	한국 조선 7 년 만 에 연간 수 주량 세계 1 위 확실시 
IT과학	삼성 갤 S 8 플러스 웹 페이지 노출 … 출시 공식 화 
정치	손학규 대통령 사과 진정 성 있 지만 국민 요구 엔 대답 없 어 
경제	전세 보증금 반환 보증 가입 급증 … 전세금 받 아 달 라 청구도 ↑ 
생활문화	신간 모든 아이 는 특별 하 다 · 세균 의 복음 
IT과학	아세안 국가 와 과학 기술 협력 강화 … 공동 센터 설립 추진 
IT과학	위클리 스마트 이산화 탄소 로 화학 원료 를 … 잎 의 선물 인공 광합성 
IT과학	라이카 카메라 라이카 QP 출시 
IT과학	LGU ＋ 에너지 관련 IoT 경연 대회 개최 
경제	환율 훈풍 에 자동차 株 가속 페달 
IT과학	왜 소행성 강 등 명왕성 행성 지위 논쟁 재 점화 
정치	공공 임대 아파트 토론회 에서 기념 촬영 하 는 손학규 
세계	트럼프 당선 여야 대권 주자 들 민심 무섭 다 새 리더십 필요 
스포츠	카잔 의 기적 K 리그 흥행 에 호재 될까 
사회	파격 할 인 · 무료 시술 … 겨울 방학 불법 의료 광고 집중 단속 
스포츠	K 리그 1 잔류 혈투 끝 까지 간다 … 2 경기 남기 고 도 안갯속 
세계	티베트 출신 토론 토 大 학생 회장 당선 에 중국인 반발 
스포츠	사비 와 함께 뛰 는 정우영 축구 · 인간 적 으로 많이 배워 
경제	카드 매출 ↓ 음식점 ↓ 숙박업소 ↓… 거제 경제 조선업 처럼 하강 
정치	당정 확대 재정 관리 점검 회의 에서 발언 하 는 이인영 
스포츠	롯데 대포 3 방 펑펑 … kt 에 10 승 2 패 절대 우세 
IT과학	명왕 성 에 빙 하 생긴 건 지형 의 영향 
경제	금융 당국 미래 에 셋 · 삼성 정조준 … 지배 구조 에 리스크 
사회	태안 화력 근로자 1 ∼ 8 호 기 멈춰야 
정치	北 새 국가 기관 국무 위원회 에 누가 포진 했 나 … 외교 투 톱 주목 종합 
생활문화	포르테 디 콰트로 2 집 발매 … 유명 교향곡 에 한국어 가사 담 아 
정치	伊 새 연정 구성 … 극우 포퓰리즘 → 좌파 포퓰리즘 방향 전환 종합 
정치	朴 대통령 지식 재산 보호 통한 창조 경제 생태 계 구축 종합 
스포츠	롯데 손아섭 선두 타자 홈런 으로 6 년 연속 10 홈런 고지 
IT과학	숫자 바꾼 삼성 중저가 폰 대거 출격 … A 시리즈 가 중심 
생활문화	북한 날씨 대체로 흐리 고 비 … 백두산 에 눈 
경제	현대 카드 앱 으로 카드 신청 후 1 분 만 에 발급 서비스 
IT과학	톰슨 로이터 영향 력 있 는 연구자 에 한국 과학자 26 명 
IT과학	네이버 · KT · 인텔 5 G 서비스 로봇 공동 개발 한다 
IT과학	아이폰 X 첫날 7 만 대 개통 추정 … 번호 이동 3 만 1 천 978 건 
사회	취임 3 주년 맞 은 김병원 농협 중앙 회장 
정치	軍 지휘관 들 안보 상황 엄중 한 목소리 … 최순 실 게이트 여파 종합 
정치	3 년 만 에 복귀 한 安 복심 박선숙 새로운 길 개척 하 겠 다 
IT과학	게시판 과기 한림원 뇌 와 인공지능 국제 심포지엄 
세계	우크라 의혹 에 베 팅 사이트 서 트럼프 탄핵 확률 두배로 
IT과학	네이버 파파 고 英 · 中 · 韓 이미지 번역 정확 도 57 % 향상 
정치	감사원장 총선 앞두 고 공직 기강 확립 에 최선 
정치	남 과 북 만찬 
스포츠	우리 카드 복덩이 노재욱 저 왔 다고 잘 하 는 건 아니 죠 
스포츠	한국 여자 배구 세계 선수 권 서 미국 에 져 속절없이 3 연패 
생활문화	한국 경제 문화 연구원 아트 컨버전스 콘서트 개최 
세계	멕시코 모랄레스 볼리비아 대통령 에 망명 허용 
사회	한상혁 신임 방통 위원장 의 취임사 
스포츠	다저스 감독 류현진 상대 타자 들 균형 잃 게 했 다 
스포츠	류현진 26 일 피츠버그 원정 선발 … 박찬호 기록 넘 을까 
정치	박 대통령 보육 기업 성공 사례 청취 
IT과학	SKT 구글 주도 네트워크 연구 · 개발 참여 
세계	사우디 원유 펌프 멈춘 무인기 어디 서 날아왔 나 
사회	도지사 · 교육감 선거 여론 조사 조작 한 업체 에 과태료 3 천만 원 
정치	6 · 25 전쟁 66 년 ① 北 핵 · 미사일 도발 로 흔들리 는 군사력 균형 
IT과학	AI 만 믿 다가 … 아마존 日 서 짝퉁 명품 추천 망신 
세계	터키 도 넘 으면 경제 말살 트럼프 트윗 에 발끈 
스포츠	아스널 라카제트 영입 에 826 억 원 써야 할 수 도 
생활문화	베스트셀러 철학 은 어떻게 삶 의 무기 가 되 는가 1 위 에 
정치	北 당 대회 나흘 만 에 일부 외신 취재 허용 … 김정은 위원장 취임 발표 
생활문화	심 쿵 향긋 한 봄꽃 이 유혹 한다 … 전국 꽃 축제 절정 종합 
스포츠	U 20 월드컵 프랑스 뉴질랜드 꺾 고 3 연승 … E 조 1 위 . .. 
IT과학	LG 유 플러스 구글 VR 전용 U 비디오 포털 VR 앱 출시 
정치	안철수 김한길 단독 회동 … 야권 연대 의견 차 만 재확인 
세계	카메룬 서 무장 괴한 들 대학생 숙소 습격 … 1 명 숨지 고 8 명 피랍 
세계	이집트 국가 비상사태 또 석 달 연장 … 테러 위협 대응 
경제	SK 증권 농심 2 분기 실적 기대치 하회 … 목표 가 ↓ 
경제	코스피 국제 유가 에 덜컹 했 다가 보합세 로 마감 종합 
사회	GPS 교란 사흘 째 … 동 · 서해 어선 조업 · 여객선 운항 정상 
사회	게시판 방통 위 2019 인터넷 윤리 대전 개최 
생활문화	신간 귀환 · 암 보스 · 셔츠 
IT과학	뇌 작동 원리 모방 한 뉴로 모 픽 컴퓨팅 칩 개발 
세계	미 내년 중 그린란드 에 영사관 개설 
IT과학	벌 · 새 처럼 힘들 면 쉬 어 가 는 비행 로봇 종합 
정치	선거제 패스트 트랙 지정 후 독재 타 도 외치 는 한국 당 
IT과학	SKB 영상 보안 오픈 플랫 폼 클라우드 캠 API 포털 출시 
세계	미국 경찰 또 매복 에 피습 … 총알 4 발 맞 고 극 적 생존 
세계	카자흐스탄 탄약고 폭발 사고 때 미사일 까지 발사 
정치	이해찬 野 지도부 에 법안 · 예산 잘 통과 … 난제 풀 어 가 자 
IT과학	게시판 KT 20 일 까지 골드 번호 5 천 개 추첨 행사 
생활문화	반 도 네오 니스트 고상지 21 일 극 장식 탱고 콘서트 
스포츠	악 햄 스트링 바르 사 수아레스 부상 으로 2 주 이탈 
세계	중국 군 패권 · 확장 도모 안 해 … 중국 반드시 통일 될 것 종합 3 보 
정치	靑 조국 인사 청문회 합의 존중 … 늦 었 지만 다행 
세계	몰타 난민 356 명 하선 결정 … 유럽 6 개 국서 분산 수용 
IT과학	SKT 3 D 실사 지도 로 5 G 망 설계 고도 화 
경제	KT 부산대 병원 러시아 디지털 헬스 케어 사업 진출 
세계	르포 막바지 인도 총선 … 모디 첫 뉴델리 유세 서 10 만 명 이 모디 
세계	러 · 베네 수 美 보 란 듯 군사 협력 강화 … 군함 상호 방문 합의 
IT과학	KT 데이터 로 밍 요금제 가입 하 면 로밍 음성 통화 무료 
정치	이 총리 정치 권 싸우 더라도 국회 는 열 어야 … 추경 심의 해 달 라 
정치	새 누리 김해 시장 재선거 정치 인 대 경제 관료 대결 
스포츠	강정호 또 넘겼 다 … MLB 시범 경기 4 호 홈런 
경제	국제 약품 주당 0 . 02 주 주식 배당 결정 
IT과학	5 G 시범 서비스 규격 은 28 GHz 대역 TDD 방식 종합 2 보 
경제	게시판 삼성 선물 하반기 환율 · 유가 전망 세미나 
정치	바른 미래 결국 분당 으로 … 실패 로 끝난 대안 정당 실험 
정치	황 총리 주 중 한국 문화원 방문 … 한류 에 애정 가져 달 라 
세계	英 존슨 코빈 첫 TV 토론 서 무승부 … 당 지지율 격차 줄 어 
스포츠	1 위 현대모비스 2 위 kt 에 짜릿 한 한 점 차 승리 … 파 죽 . .. 
사회	창업 문턱 넘긴 혁신 기업 에 4 년 간 28 조 원 지원 
생활문화	보 고 들으며 즐기 는 詩 … 찾아가 는 시 문학 공연 
스포츠	오른발 수술 맨 시티 헤수스 시즌 중 복귀 불 투명 
세계	늪 에 빠진 트럼프 … 공화 당 주류 외면 에 지지율 추락 이중고 
생활문화	신간 문학 과 음악 이 이야기 한다 · 답 이 보이 지 않 는 … 
생활문화	신간 악몽 조각가 · 회복 하 는 가족 
경제	갤 S 7 출시 에 도 뚱한 소비자 들 … 학습 효과 때문 종합 
IT과학	달 탐사선 쏘 아 올린 NASA 발사대 서 스페이스 X 로켓 발사 성공 
정치	한 미 을지 프리덤 가디언 연습 시작 … 北 강력 반발 종합 
사회	울산 소식 울주군 첫 부부 고액 기부자 탄생 
생활문화	신간 사람 을 공부 하 고 너 를 생각 한다 
스포츠	고개 숙인 강정호 2 타수 2 삼 진 뒤 교체 … 타율 0 . 145 
스포츠	아시안 게임 한국 소프트볼 일본 에 콜드게임 패배 … 준결승 . .. 
스포츠	여자 농구 신한은행 3 위 확정 다음 경기 로 미뤄 
생활문화	검 은 돈 은 어떻게 미국 정치 를 장악 했 나 … 신간 다크 머니 
생활문화	구례 천은사 통행료 폐지 행사 
세계	이탈리아 극우 정당 성 차별 적 여성 의 날 홍보물 로 뭇매 
스포츠	2018 WKBL 학교 스포츠 클럽 리그전 17 일 개최 
경제	라인 해외 상장 1 조원대 스톡옵션 대박 터지 나 종합 
IT과학	콜 넥스트 VR CEO 스포츠 뉴스 모두 VR 로 보 게 될 것 
스포츠	신진식 감독 의 삼성 화재 결과 는 절반 의 성공 
정치	문재인 손잡 은 김현철 김홍걸 
생활문화	설전 오가 는 연극 대학살 의 신 
IT과학	노트 10 사용 해 보 세요 
생활문화	신간 오늘 을 읽 는 철학 
사회	방 심위 10 월 좋 은 프로그램 에 JTV 지역 재생 은 가능 한가 
정치	영상 문 대통령 국정 지지 도 취임 후 최저 … 인사 청문회 · 김의 겸 영향 
경제	특징 주 BGF 리 테일 골프장 인수 악영향 에 급락 
정치	공천 탈락 박대동 의원 재심 청구 안 받아들이 면 무 소속 출마 
IT과학	KT 스미 싱 위험 낮춘 유심 인증 서비스 상용 화 
생활문화	국립극장 내달 6 일 올해 마지막 정오 의 음악회 
생활문화	장마 전선 비켜간 주말 … 축제 · 물놀이장 에 인파 북적 
생활문화	고 음악 거장 필립 헤레베헤 17 일 내한 
정치	朴 대통령 팔레스타인 에 올해 550 만 달러 ODA 제공 종합 
생활문화	물러가 는 동장군 . ... 서울 한파 주의보 해제 
경제	케이프 투자 거래세 폐지 시 일 평균 주식 거래 1 조 원 증가 
정치	유아 교육 정책 과 격려 방문 한 문 대통령 
스포츠	MLB 다저스 장타 3 방 으로 애리조 나 에 역전승 
경제	특징 주 삼성증권 유령 주식 사태 로 사흘 째 하락 행진 
스포츠	박지수 WNBA 단장 설문 조사 에서 기대 되 는 외국 선수 공 . .. 
경제	한화 투자 대웅 제약 나 보타 미국 진출 가시 화 
정치	이해찬 소상 공인 · 자영업 기본법 추진 … 한국 당 설득 해 입법 종합 
세계	브라질 공공 보건 비상 … 뎅기 이 어 치 쿤 구니 아 사망자 발생 
생활문화	신간 지적 대화 를 위한 넓 고 얕 은 지식 제로 
스포츠	LG 로 돌아온 심수창 아웃 카운트 한 개 라도 보탬 이 되 길 
정치	황 총리 19 ∼ 20 일 페루 APEC 정상 회의 참석 … 총리 로선 처음 
생활문화	신간 이토록 고고 한 연예 
세계	日 언론 닛산 사장 르노 신임 회장 과 네덜란드 서 첫 협의 
세계	중국 우주정거장 톈궁 1 호 3 월 30 일 ∼ 4 월 3 일 사이 추락 할 듯 
경제	서울 집값 상승 폭 커져 … 상한 제 영향 없 는 아파트 단지 주도 
경제	삼성 페이 국내 가입자 수 1 천만 명 돌파 … 누적 결제 18 조원 
스포츠	강정호 6 경기 만 에 선발 출전 … 볼넷 1 개 
생활문화	설 연휴 첫날 추워 요 … 경북 · 강원 · 경기 일 대 한파 주의보 
경제	총수 부재 6 개월 롯데 투자 적 기 놓칠까 전전긍긍 
세계	시리아 안전 지대 협상 난항 … 터키 美 제안 불만족 
스포츠	류현진 경쟁자 셔 저 복귀전 서 4 이닝 1 자책점 
정치	靑 우 병우 외 고위 인사 2 건 감찰 보도 는 사실 아냐 
IT과학	서강대 연구 진 소형 화 쉽 고 열 에 강한 메모리 소자 개발 
정치	北 통신 리용 호 외무 상 ARF 참석 차 출국 보도 
정치	국기 에 대한 경례 하 는 민주당 
생활문화	주말 N 여행 강원 권 아리랑 혼 이 깃든 정선 에서 잠시 쉼표 
스포츠	칠레 축구 선수 손흥민 유니폼 입 고 사과 인종 비하 의도 없 었 다 
경제	고양 향동 지구 중흥 S 클래스 청약 경쟁 률 6 . 92 대 1 
세계	에티오피아 총리 수단 방문 해 민주 적 권력 이양 촉구 종합 
사회	게시판 신문 윤리 위원회 윤리 교육 세미나 개최 
경제	코스피 기관 매수세 에 소폭 상승 … 코스닥 900 터치 
사회	게시판 언론 재단 언론인 해외 장기연 수자 10 명 선발 
스포츠	1 순위 외국인 선수 파커 강한 엄마 오 시 니 저 도 강해져 요 
세계	지중해 섬나라 몰타 한때 대 정전 … 4 시간 만 에 복구 종합 
세계	터키 국방부 美 이 들 립 작전 전 양국 간 정보 교환 
경제	추락 하 는 증시 ① 시 총 261 조 사라진 검 은 10 월 … 주요 국 중 최대 낙폭 
세계	여론 조사 업체 유고 브 영국 국민 투표 서 52 % EU 잔류 선택 예측 1 보 
스포츠	심장 수술 이후 첫 쿠어스 필드 방문 하 는 얀선 저 괜찮 겠 죠 
생활문화	대구 · 영천 · 경산 폭염 주의보 … 전국 무더위 기승 
스포츠	김미연 서브 5 득점 … 흥국생명 1 위 로 3 라운드 통과 
세계	이란 EU 에 핵 기술 연구 · 개발 활동 제한 전면 해제 통보 
스포츠	프로야구 삼성 7 일 부터 미야자키 교육 리그 참가 
세계	美 텍사스 주지사 성전 환자 화장실 지침 소송 제기 
경제	2 월 말 외환 보유 액 4 천 47 억 달러 … 달러 강세 로 넉 달 만 에 감소 
스포츠	류현진 3 경기 연속 5 회 못 넘기 고 강판 … 날아간 13 승 · ... 
스포츠	SK · NC 개막 3 연승 LG · 롯데 는 3 연패 … 엇갈린 출발 
생활문화	게시판 교보문고 9 월 수요 낭독 공감 
IT과학	올해 과학 기술 · ICT 분야 RD 에 4 조 3 천억 원 투입 
세계	베네수엘라 과이 도 미국 과 군사 협력 모색 … 마두 로 압박 
사회	갑 질 과징금 폭탄 맞 은 마트 3 사 뒤늦 게 개선 하 겠 다 
세계	글로벌 홍 보사 들 이미지 개선 도와 달 라 홍콩 요청 줄줄이 거절 
사회	단독 비선 진료 의혹 김영재 원장 자택 · 사무실 압수수색 1 보 
세계	이스라엘 우파 네타냐후 중도 간츠 대연정 협상 실패 한 듯 
스포츠	준 우승 신화 박항서 의 베트남 축구 대표 팀 포상금 25 억 원 
스포츠	두산 김재환 3 년 연속 30 홈런 · 100 타점 … 역대 6 번 째 
정치	유진벨재단 北 에 중증 결핵 치료 약 전달 종합 
정치	의원 총회 에서 발언 하 는 추미애 
세계	호르무즈 호위 연합 추진 美 외교단 에 수송로 보호 계획 설명 종합 
스포츠	오승환 샌프란시스코 상대 로 1 이닝 무실점 
생활문화	제주 향토음식 ② 지역 고유 문화 전 하 는 메신저 역할 
정치	탄핵 심판 답변서 요청 시 한 마지노선 … 朴 대통령 제출 관심 
정치	국민 의 당 반 통합 파 신 당 당명 100 여 개 공모 … 26 일 발표 종합 
세계	200 년 전 인도네시아 화산 폭발 복지 국가 탄생 의 씨앗 됐 다 
IT과학	만화 도 가상현실 로 본다 … CGV VR 툰 도입 
IT과학	자율 주행 차 선도 기술 및 표준 국제 콘퍼런스 
정치	문 대통령 비무장 지대 내 철수 GP 남북 상호 검증 경과 보 고 
스포츠	LG 아시안 게임 기간 서머리 그 잠실 경기 입장료 5 천 원 
스포츠	화려 한 선수 생활 뒤 로 하 는 김주성 피날레 는 최고 의 식스 맨 
생활문화	말 많 은 뮤지컬 드림 걸즈 … 잇단 공연 취소 · 배우 변경 에 몸살 
IT과학	저항성 우수 한 새 에이즈 백신 후보 물질 개발 성공 
스포츠	kt 공포 의 양궁 농구 … 코트 를 흔든다 
정치	윤석열 조국 임명 前 文 대통령 독대 요청 … 曺 반대 전방 위 전달 
생활문화	날씨 쾌청 한 가을 하늘 실종 … 내일 구름 많 고 흐려져 
정치	北 김정은 당 대회 사업 결산 결론 서 도 경제 핵 병진 노선 주문 
경제	특징 주 BGF 리 테일 사흘 째 오름세 … 주가 전망 은 엇갈려 종합 
경제	특징 주 디지 캡 코스닥 상장 첫날 급락 … 공모 가 밑돌 아 종합 
생활문화	신간 울프 노트 · 욕망 의 발견 
스포츠	손흥민 시즌 9 호 골 폭발 … 맨 시티 전 교체 출전 해 동점 골 
스포츠	동계 패럴림픽 한국 첫 金 신 의현 14 일 대전 에서 시구 
생활문화	아트 토이 예술 이 되 다 
경제	2 보 코스피 한 달 여 만 에 2000 선 회복 … 외인 · 기관 매수 
세계	이탈리아 서 테러 오 인 소동 유발 모로 코인 4 명 에 중형 
IT과학	5 G 전파 송출 1 년 … 내년 28 GHz · SA 도입 으로 더 빨라진다 
생활문화	신간 제 3 의 장소 · 네트워크 의 군주 
IT과학	2016 년 최고 과학 성 과 는 중력파 검출 
세계	이라크 총리 美 국방 에 시리 아서 온 미군 이라크 주둔 못 해 
경제	KTB 투자 에스엠 3 분기 깜짝 실적 … 목표 가 ↑ 
정치	홍준표 충청 민심 다지기 … 충남 · 세종 · 대전 신년 인 사회 
스포츠	프로 농구 오리온 KBL 에 심판 설 명회 요청 
스포츠	강원 종료 직전 동점 골 … 인천 과 극 적 인 33 무승부 
세계	中 매체 화웨이 직원 체포 폴란드 맹비난 … 미국 하수인 노릇 
IT과학	KT 기 가 와이어 기술 로 미국 보스턴 에 초고속 인터넷 
경제	KTB 투자 증권 작년 연결 영업 익 428 억 원 … 49 %↑ 
스포츠	임병욱 연타 석 3 점포 넥센 1 승 만 더 하 면 4 년 만 의 PO 
사회	사법 농단 임종헌 구속 연장 … 법원 증거 인멸 우려 종합 
세계	中 해군 70 주년 군사 굴기 과시 관함식 10 여 개국 군함 참가 
IT과학	뭘 볼까 고민 끝 ∼ 뉴스 · 음원 등 자동 추천 대중 화 
IT과학	KT 5 G 차별 화 프로그램 5 G 액티비티 란 
생활문화	광복 로 밝히 는 1 천 500 개 연등 … 22 일 연등 문화 제 개최 
생활문화	대 재앙 후 드리운 트라우마 그리고 치유 . .. 연극 안녕 후쿠시마 
IT과학	젊음 되찾 는 비밀 을 풀 열쇠 찾 았 다 … DGIST 연구 팀 
정치	정치 개혁 특위 정치 개혁 제 1 소위 
IT과학	5 G 자율 주행 버스 평창 누비 다 … 3 D 영상 도 수신 
스포츠	아시안 게임 임영희 통일 농구 로 얼굴 익혀서 서먹 한 건 . .. 
생활문화	지식 문화 가 집적 된 공간 도서관 의 과거 · 현재 · 미래 
정치	안철수 논문 표절 의혹 보도 MBC 기자 해고 종합 
생활문화	중국 발 황사 전국 강타 … 미세먼지 농 도 매우 나쁨 
IT과학	체리 폰 샤오미 미 맥스 2 공급 개시 
세계	美 올랜도 총격 테러 범 다녔 던 이슬람 사원 에 방화 
IT과학	삼성전자 갤럭시 S 9 시리즈 구매 고객 대상 특별 보상 프로그램 실시 
스포츠	프로 배구 흥국생명 루시아 맹장 수술 … 2 주 결장 
IT과학	LG G 7 씽 큐 구매 시 중 고 폰 보상 
세계	美 전문가 들 北 SLBM 실질 적 위협 vs 시간 더 필요 
생활문화	신간 마당 씨 의 좋 은 시절 · 건축 이 바꾼다 
정치	한반도 평화 심포지엄 축사 하 는 이정미 대표 
세계	중국 러 에코 한국 시장 조용히 진출 … 내년 초 스마트폰 들여와 
정치	朴 대통령 지자체 공직자 와 오찬 … 경제 활성 화 당부 
IT과학	영상 카톡 잘못 보냈 다면 당황 말 고 취소 하 세요 
생활문화	제 3 회 한국 뮤지컬 어 워즈 트로피 들 고 활짝 
IT과학	국내 PC 이용자 10 명 중 6 명 은 기술 지원 끊긴 IE 사용 
IT과학	신경 신호 전달 섬유 개발 … 인공 팔 · 다리 에 활용 
IT과학	혈관 속 움직이 는 실 모양 로봇 개발 … 자기장 으로 움직임 제어 
경제	코스피 미국 발 훈풍 에 장중 2300 선 회복 
생활문화	끊이 지 않 은 화천 산천어 축제 인파 … 분위기 절정 종합 
사회	과학 기술 분야 는 유리 천장 … 여성 채용 · 승진 미미 
세계	중 · 러 · 이란 호르무즈 부근 서 해군 훈련 … 美 에 위력 시위 
생활문화	손발 꽁꽁 전북 장수 영하 10 . 5 도 … 동파 주의 
사회	최근 5 년 새 명절 가정폭력 등 상담 건수 2 . 8 배 ↑ 
세계	트럼프 가 불 지핀 러시아 G 8 복귀 … 佛 우크라 해결 하 면 지 지 종합 2 보 
정치	심상정 대표 선출 에 민주당 은 축하 … 한국 당 막말 사과 해야 종합 
경제	특징 주 증시 변동성 확대 에 증권 주 동반 하락 종합 
경제	주요 대 기업 추석 전 납품 대금 5 조 6 천억 원 조기 지급 
경제	국고 채 금리 일제히 상승 … 3 년 물 연 1 . 810 % 
정치	북한 남북 고위급 회담 명단 통보 
생활문화	숨 막히 는 주말 … 대구 · 경북 미세먼지 매우 나쁨 
IT과학	2 시간 차이 … 한국 미국 버 라이 즌에 앞서 세계 최초 5 G 종합 3 보 
IT과학	LG 전자 중 저 가 폰 K 10 KT 에서 가장 싸 다 
정치	文 대통령 검찰 셀프 개혁 기회 놓쳐 … 겸허 한 자세 가져야 속보 
경제	중소기업 5 월 경기 전망 부정 적 … 인건비 올라 최대 애 로 
스포츠	한국 여자 농구 세계 3 위 프랑스 에 31 점 차 완패 
IT과학	연말 LTE 재난 로밍 시행 … 전용 인프라 구축 된다 
생활문화	단종 에게 길 을 묻 다 … 단종 문화제 4 월 2730 일 
세계	뉴욕 싹쓸이 트럼프 … 상승세 타 고 매직 넘버 달성 주목 
생활문화	백건우 베토벤 소나타 전곡 연주 … 10 년 만 에 다시 거인 앞 에 
세계	고문 당하 고 굶 어 죽 고 … 리비아 불법 난민수용소 의 참상 
IT과학	유전자 제어 마이크 로 RNA 형성 과정 세포 내 에서 확인 성공 
정치	김부겸 의원 봉하 마 을 방명록 
정치	윤병세 北 불장난 자꾸 하 면 … 북 중 관계 나쁜 친구 비유 
경제	1 분기 주택 인허가 면적 늘 었 는데 착공 면적 은 감소 
정치	안철수 3 번 입 니다 
스포츠	레이 커스 이적 제임스 정규 리그 첫 경기 서 26 득점 … 팀 은 패배 
경제	하나 금 투 삼성물산 자체 실적 정상 화 … 목표 가 17 만 원 
세계	힐러리 vs 트럼프 통상 이민 총기 경제 정책 극 과 극 
스포츠	타격 감 떨어진 두산 … 득점 권 타율 0 . 200 잔루 11 개 
세계	이란 의회 美 동결 자산 회수 법안 가결 
정치	북한 추방 BBC 기자 김정 은 두 고 뚱뚱 하 고 예측 불가 표현 
세계	日 아베 공공 행사 사유 화 파문 에 지지율 급락 휘청 
스포츠	은행 삼국지 여자 농구 PO 11 일 개막 … 우리 은행 6 연패 도전 
정치	朴 대통령 자유 무역 과실 이 많 은 사람 에게 돌아가 야 종합 
생활문화	춘천 인형극 제 10 월 11 ∼ 15 일 열린다 … 초 청작 선정 
경제	간편 결제 시장 에 정부 지원 · 규제 완화 필요 
IT과학	LGU 온라인 쇼핑몰 U 샵 서 AI 기반 챗 봇 서비스 제공 
IT과학	올해 가장 인기 있 는 iOS 앱 은 비트 모지 2 위 는 스냅 챗 
세계	中 정부 지방 민간 투자 실태 조사 착수 
세계	이스라엘 총리 독일 정부 홀로코스트 생존자 추가 지원 
IT과학	알 파고 의 진화 인간 고수 덕 … 이세돌 초읽기 약점 도 사라졌 다 종합 
IT과학	자율 주행 차 의 안드로이드 바이두 기술 공짜 로 푼다 
정치	與 분당 · 潘 출마 · 다 자구 도 · 합종연횡 변수 로 대선 판도 빅뱅 
정치	朴 대통령 공공 기관 개혁 강력 한 추진 의지 중요 한 시점 속보 
세계	민주 콩고 에볼라 퇴치 활동 의사 피살 관련 11 명 체포 
경제	2 분기 적자 자산운용 사 절반 에 육 박 … 운용 자산 은 증가 
세계	中 전인대 美 겨냥 홍콩 은 내정 … 간섭 말라 강력 경고 
스포츠	최 장신 거포 러츠 의 압도 적 높이 … GS 칼 텍스 고공 배구 . .. 
스포츠	류현진 부부 애리조 나 한국 식당 에서 다저스 동료 들 과 식사 
경제	신한 알파 리츠 종속 회사 유상 증자 신주 670 억 에 취득 
경제	대신 證 SK 하이닉스 주가 상승 가능 성 커 … 목표 가 ↑ 
스포츠	월드컵 최다 차출 에 도 끄떡없 는 전북 … 남 은 변수 는 AG · 부상 
세계	말레이 왕위 대신 사랑 … 이제 는 이혼 놓 고 진흙탕 싸움 
경제	윤종규 KB 금융 회장 7 개월 만 에 자 사주 2 천 주 매입 
스포츠	레알 마드리드 발렌시아 유망주 이강인 영입 에 관심 
세계	패망 했 다던 IS 군부대 공격 · 해외 영토 확보 주장 하 며 건재 과시 
생활문화	반려 견 함께 오 세요 … 영월 동강 시스타 동반 객실 운영 
스포츠	안 델 손 멀티 골 서울 어린이날 슈퍼 매치 서 수원 에 21 신승 
사회	대포 폰 · 명의 도용 찾 아라 … 미래 부 가입자 전수 조사 
생활문화	화려 한 오페라 9 편 서울 곳곳 수놓 는다 
정치	朴 대통령 구조 조정 기업 · 채 권단 주도 로 추진 해야 속보 
IT과학	듀얼 심 아이폰 하반기 출시 설 솔솔 … 알뜰 폰 기대감 
정치	北 잇단 남북 대화 촉구 … 고립 돌파 노린 평화 공세 
생활문화	가장 순수 한 춤 … 서울 국제 즉흥 춤 축제 24 일 개막 
세계	런던 부동산 에 몰리 는 아시아 큰손 … 파운드 약세 로 투자 늘 어 
정치	與 총선 물갈이 정지 작업 기류 … 내주 의원 평가 준비 착수 
경제	증시 신상품 하이 투자 연 5 . 2 % 수익 추구 ELS 
생활문화	날씨 아침 기온 영하 권 으로 뚝 … 충북 미세먼지 일시 나쁨 
IT과학	급속 한 수 온 상승 에 도 잘 자라 는 신 품종 김 개발 
정치	갤럽 朴 대통령 지지 도 소폭 상승 한 42 % 
스포츠	500 호골 넣 은 메시 팔꿈치 가격 에 멍들 고 이 도 빠져 . .. 
세계	EU 특정 종교 지목 안 하 면 직장 서 히잡 금지 괜찮 다 
스포츠	여자 배구 외국인 공개 선발 시작 … 알레나 1 순위 유력 
정치	朴 대통령 국회 개원 연설 키워드 는 협 치 · 소통 
IT과학	SK 텔레콤 T 페이 1 주년 기념 2 . 0 버전 
IT과학	갤럭시 S 8 5 박 6 일 기다렸 어요 개통 1 호 고객 탄생 
경제	SK 네트 웍스 인도네시아 철강 시장 진출 
IT과학	선데이 토 즈 스 누 피 활용 한 모바일 게임 내달 출시 
IT과학	SKT 개발 문턱 낮춘 오픈 플랫 폼 누구 디벨로 퍼스 공개 
사회	서강대 학보사 전면 백지 발행 … 재단 기획 기사 발행 거부 항의 
IT과학	스마트폰 으로 간편 하 게 … 모바일 e 스포츠 뜰까 
정치	비박 비대위 무산 여론전 … 결별 배수진 치 며 압박 종합 
경제	나 몰래 계좌 에 빚 14 억 원 러 반 체제 인사 들 신종 금융 탄압 
정치	그래픽 북한 주 적 논쟁 관련 역대 정부 표현 
세계	유엔 그리스 서 난민 · 이주민 무차별 구금 … 인권 침해 
스포츠	린드 블럼 한 화전 7 이닝 2 실점 … 4 경기 연속 퀄리티 스타트 
스포츠	5 전 6 기 손흥민 역사 적 인 20 호골 이번 엔 쏜다 
정치	국정 손 뗀다 뜻 제각각 … 朴 대통령 2 선 후퇴 언급 난망 
